date;value
2016;12;29;0;462
2016;12;29;1;360
2016;12;29;2;342
2016;12;29;3;324
2016;12;29;4;313
2016;12;29;5;311
2016;12;29;6;329
2016;12;29;7;381
2016;12;29;8;429
2016;12;29;9;541
2016;12;29;10;836
2016;12;29;11;921
2016;12;29;12;909
2016;12;29;13;854
2016;12;29;14;640
2016;12;29;15;583
2016;12;29;16;571
2016;12;29;17;542
2016;12;29;18;605
2016;12;29;19;607
2016;12;29;20;623
2016;12;29;21;561
2016;12;29;22;469
2016;12;29;23;448
2016;12;30;0;392
2016;12;30;1;271
2016;12;30;2;269
2016;12;30;3;263
2016;12;30;4;227
2016;12;30;5;239
2016;12;30;6;253
2016;12;30;7;289
2016;12;30;8;327
2016;12;30;9;418
2016;12;30;10;530
2016;12;30;11;547
2016;12;30;12;541
2016;12;30;13;535
2016;12;30;14;420
2016;12;30;15;368
2016;12;30;16;340
2016;12;30;17;342
2016;12;30;18;359
2016;12;30;19;422
2016;12;30;20;441
2016;12;30;21;439
2016;12;30;22;435
2016;12;30;23;378
