date;value
2016;12;29;0;463
2016;12;29;1;360
2016;12;29;2;343
2016;12;29;3;324
2016;12;29;4;313
2016;12;29;5;312
2016;12;29;6;329
2016;12;29;7;381
2016;12;29;8;430
2016;12;29;9;541
2016;12;29;10;837
2016;12;29;11;921
2016;12;29;12;910
2016;12;29;13;855
2016;12;29;14;640
2016;12;29;15;584
2016;12;29;16;571
2016;12;29;17;543
2016;12;29;18;606
2016;12;29;19;607
2016;12;29;20;624
2016;12;29;21;562
2016;12;29;22;469
2016;12;29;23;449
2016;12;30;0;393
2016;12;30;1;271
2016;12;30;2;269
2016;12;30;3;264
2016;12;30;4;227
2016;12;30;5;239
2016;12;30;6;253
2016;12;30;7;290
2016;12;30;8;327
2016;12;30;9;418
2016;12;30;10;531
2016;12;30;11;547
2016;12;30;12;542
2016;12;30;13;536
2016;12;30;14;420
2016;12;30;15;369
2016;12;30;16;340
2016;12;30;17;343
2016;12;30;18;359
2016;12;30;19;423
2016;12;30;20;442
2016;12;30;21;439
2016;12;30;22;436
2016;12;30;23;379
